store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
5437414992872782794,0,0,0,0,0,0
1736823622651363324,0,0,0,0,0,0
5225120952399060307,0,0,0,4095,69,69
6421416286321404209,0,0,0,10073,168,168
8525317248689089924,0,0,0,4830,81,81
5885389123242289716,0,0,0,0,0,0
1568048303936889128,0,0,0,0,0,0
1275530718017616233,0,0,0,3630,61,61
7423028298759910665,0,126,126,10073,43,43
2222659961197665002,0,72,72,5160,15,15
2581306311641061569,0,0,0,2040,34,34
4439758315040000214,0,0,0,5040,84,84
2816010346575914202,0,55,55,3360,2,2
9091984024869413132,0,0,0,3540,59,59
3010734844991134260,0,48,48,4830,33,33
3478508669626617796,0,0,0,0,0,0
922677094745545948,0,0,0,10073,168,168
8510657403329403361,0,0,0,4408,74,74
2544654206029195412,0,0,0,4050,68,68
1085824308941718209,0,0,0,0,0,0
7642900884278143798,0,0,0,0,0,0
4772426002265484977,744,13,13,3022,51,51
8839009347165021967,0,67,67,4460,9,9
1076326551375173763,0,0,0,3480,58,58
3483396411645927810,0,0,0,10080,168,168
8383837387169593069,0,0,0,5158,86,86
8596104727907893615,0,0,0,7560,126,126
5943691394885647081,0,0,0,1620,27,27
7160291849340964918,0,0,0,1860,26,26
8705601254340815493,0,0,0,0,0,0
4164786324368398402,0,0,0,5880,98,98
1329620749273573213,0,161,161,10073,8,8
3872163434748924812,0,0,0,0,0,0
530052332378613789,0,0,0,4460,75,75
544421500538284823,0,0,0,1680,28,28
8252810315979230650,0,0,0,4200,70,70
2654794462633250702,0,0,0,2700,45,45
5638371070040836066,0,55,55,3690,8,8
4647070785754553179,0,0,0,2430,41,41
5414311746658143054,0,0,0,3780,63,63
6651116329301285608,0,0,0,3480,58,58
6022548883305393564,0,168,168,10073,1,1
3182483432348915988,0,0,0,0,0,0
6710364911321105729,0,0,0,0,0,0
7431024604579120252,0,0,0,4320,72,72
8516636064198554687,0,0,0,5400,90,90
4866400698986294569,0,0,0,5880,98,98
2237237809358266022,0,0,0,2400,40,40
5404373355533072272,0,0,0,0,0,0
807795446744791539,0,0,0,0,0,0
3636679415424536226,0,0,0,1680,28,28
5519546548733745356,0,0,0,5880,98,98
3302025903868811555,0,0,0,3600,60,60
3570313972097068018,0,0,0,4155,70,70
2169420598568208664,0,0,0,4830,81,81
7369000223881875999,0,0,0,7553,126,126
1600945327166552615,0,0,0,4095,69,69
5011875935689158149,0,0,0,4080,68,68
8057193747432734671,0,0,0,0,0,0
6814306481052341158,0,0,0,3180,53,53
6082960386530651837,0,0,0,10080,168,168
8302393800798571304,0,0,0,2880,48,48
4917202297383237926,0,0,0,0,0,0
6953348387419728440,0,0,0,4200,70,70
2152172270735743834,0,0,0,3945,66,66
3217866581073341993,0,0,0,3780,63,63
4921318406079072062,0,0,0,5430,91,91
222120335767680780,0,0,0,4408,74,74
5366893348553692452,0,0,0,0,0,0
191331733720214713,0,0,0,0,0,0
7235724709470150362,0,0,0,0,0,0
1704502456927455373,0,0,0,0,0,0
505566916207950598,0,0,0,3060,51,51
7852975887098099378,0,63,63,4200,8,8
4789157162476311805,0,0,0,3060,51,51
3301402885999045956,0,0,0,4620,77,77
4025243709505534400,0,0,0,5453,91,91
2717033434149907233,0,0,0,2760,46,46
5623183175403629727,0,0,0,0,0,0
7764169820811597185,0,48,48,5873,51,51
8496299046890675668,0,0,0,5040,84,84
2755282567814293240,0,22,22,2700,24,24
7542507095706884557,0,0,0,0,0,0
6711428470739531382,0,0,0,3030,51,51
3955175527438439049,0,0,0,0,0,0
8363703646299213971,0,0,0,2100,0,0
4390339339092922880,0,52,52,4460,23,23
2819620032108319968,0,0,0,5055,85,85
8273753264268101658,0,0,0,0,0,0
1059123788319082228,0,0,0,0,0,0
6321616220523777465,0,0,0,4440,74,74
8562380563167441809,0,0,0,0,0,0
4846221263435180255,0,0,0,0,0,0
468251853021790099,0,46,46,4590,32,32
8317560550989820837,0,0,0,7560,126,126
6189768128772440449,0,68,68,4095,1,1
10913998916849586,0,0,0,0,0,0
396078877209258585,0,0,0,0,0,0
7685023249649306361,0,0,0,3990,67,67
6570957590527764528,0,0,0,0,0,0
1851462329436760047,0,0,0,4830,81,81
9094899234157960657,0,0,0,3000,50,50
3109175233871883374,0,0,0,5820,97,97
1834569743158088021,0,53,53,5400,38,38
4424946105527141451,0,0,0,0,0,0
2999376585553443335,0,0,0,2760,46,46
3472583359122033940,0,0,0,3930,66,66
7186159957839323524,0,0,0,0,0,0
7829875808885458590,0,0,0,0,0,0
5857383362689775783,0,0,0,4830,81,81
8245825950638749372,0,0,0,3780,63,63
4681761385056565771,0,0,0,4620,77,77
3199288788810367360,0,60,60,4460,15,15
8024838149298896430,0,0,0,7560,126,126
4738825005004186886,0,0,0,10080,168,168
2557363912224593999,0,54,54,5400,37,37
7093743177671699467,0,0,0,0,0,0
1603774261069625841,0,0,0,0,0,0
2740314805467984430,0,154,154,10073,15,15
1095317074200225605,0,0,0,4290,72,72
2336119809941801598,0,0,0,0,0,0
4113789786207506299,0,20,20,1680,9,9
1530189762783095168,0,0,0,3180,53,53
9028358488290162703,0,0,0,0,0,0
4211742229230531986,0,0,0,2820,47,47
86280978327987306,0,0,0,4620,77,77
2794668734436382699,0,0,0,0,0,0
2637135180128265866,0,0,0,4080,68,68
7285025333367797175,0,0,0,0,0,0
4229534553524953507,0,65,65,4679,14,14
7872057805038703923,0,0,0,0,0,0
3478034052400425126,0,0,0,5160,86,86
3705229786086545658,0,28,28,4215,43,43
4455955882727210429,0,0,0,0,0,0
7378209180335728706,0,79,79,5400,12,12
3835220596587037896,0,0,0,0,0,0
6934282015525708051,0,0,0,3780,63,63
2739571364086420885,0,0,0,10073,168,168
2378235490339082505,0,0,0,0,0,0
4631422733156765096,0,0,0,3930,66,66
498507889058368504,0,0,0,2700,45,45
8562888091899130185,0,0,0,0,0,0
3526550107739667540,0,0,0,4410,74,74
3585657517109439062,0,70,70,5873,29,29
6374225983522703190,0,0,0,3480,58,58
3815439093006914422,0,0,0,3900,65,65
3272045057316259592,0,48,48,10080,121,121
5048490932761510857,0,0,0,0,0,0
5775255591306877364,0,0,0,0,0,0
7582069595165541352,0,0,0,0,0,0
5658095063472105077,0,0,0,5400,90,90
8783702544048545188,0,0,0,5160,86,86
3230649452233072527,0,0,0,3330,49,49
4545109870331407179,0,0,0,4260,71,71
1387499127856730283,0,0,0,0,0,0
3773190039392271685,0,0,0,4620,77,77
2603208997901235365,0,0,0,1680,28,28
1699237904069988468,0,67,67,4458,9,9
61249558930922388,0,0,0,3930,66,66
8156012280066976692,0,28,28,1680,1,1
2237706596783713721,0,0,0,5160,86,86
6552654471062018440,0,0,0,0,0,0
6936490969710201366,0,0,0,4140,69,69
2399528086871175580,0,0,0,5520,92,92
663034937572544197,0,0,0,0,0,0
669891907552658421,0,0,0,10073,168,168
5102129532826692428,0,0,0,4410,74,74
8933079223550783226,0,0,0,2400,40,40
294330749305213289,0,0,0,0,0,0
7707528008225066648,0,0,0,1680,28,28
1641569296021103785,0,0,0,4558,76,76
4301691019706464256,0,0,0,10080,168,168
6922065097784044235,0,0,0,4155,70,70
5364482641103760905,0,0,0,3030,51,51
8947746420989097145,0,60,60,5400,31,31
4750972984503710487,0,0,0,2100,0,0
3194503360329838738,0,0,0,3030,51,51
5328868441857118583,0,0,0,3000,50,50
3695022570505501051,0,0,0,0,0,0
7051857931649539994,0,0,0,5880,98,98
1457721081990653172,0,0,0,4680,78,78
4258430292538152783,0,0,0,7560,126,126
106468360682739586,0,28,28,3780,36,36
7313783811030440445,0,0,0,5880,98,98
8835187269741245949,0,0,0,2160,36,36
2254345540888774754,0,0,0,1680,28,28
8091378431608170005,0,35,35,4620,43,43
7042794996615483386,0,0,0,4680,78,78
7680612665427845811,0,0,0,0,0,0
2378834470095357297,0,0,0,10080,168,168
8670696899878762943,0,0,0,5160,86,86
6104774241364058349,2482,76,76,7592,93,93
1868307042375215207,0,0,0,2220,37,37
918401936273728554,0,0,0,0,0,0
5366072592790137092,0,0,0,4454,75,75
7078500601172140486,0,0,0,3930,66,66
5587568496527379193,0,0,0,2760,46,46
5175069132751814351,0,0,0,0,0,0
3683209280250377921,0,0,0,5040,84,84
7681219113084292190,0,0,0,5880,98,98
1921454076511895339,0,0,0,5040,84,84
3480743953780628156,0,0,0,0,0,0
6361135200790329214,0,0,0,4620,77,77
8167861777770124168,0,50,50,5250,38,38
7284033073501154264,0,0,0,3780,63,63
1087889765091730849,0,0,0,4620,77,77
4993050751327963474,0,0,0,5880,98,98
2088770151390257149,0,0,0,5400,90,90
5288022037722914898,0,0,0,4095,69,69
1758856469274535983,0,0,0,4620,77,77
1499848007077225326,0,0,0,3960,66,66
1479192551603889353,0,0,0,4215,71,71
2119174631289855900,0,0,0,1680,28,28
7966661384416535769,0,0,0,3960,66,66
7680753725527618600,0,0,0,0,0,0
7197782624768298303,0,0,0,2040,34,34
8457830603693431027,0,0,0,0,0,0
7586236246925198801,0,0,0,0,0,0
8950409301820724580,0,0,0,0,0,0
7863591736472240852,0,0,0,0,0,0
8720357761989598898,0,0,0,4155,70,70
3557299608514966155,0,0,0,4740,79,79
1019604210961591619,0,0,0,2760,46,46
203579134595321677,0,0,0,0,0,0
673229154936580065,0,47,47,2880,2,2
6150710830392700827,0,0,0,4200,70,70
3478937946272191427,0,0,0,0,0,0
2847403169862292114,0,0,0,4200,70,70
8268352865482234759,0,0,0,0,0,0
7738559705422502250,0,0,0,4830,81,81
4197788539591985681,0,0,0,10080,168,168
8083815008799489135,0,0,0,5070,85,85
815627275967566024,0,27,27,4155,43,43
8485659148100683543,0,0,0,10073,168,168
9122234953594183574,0,36,36,2880,13,13
6393855138573945748,0,0,0,0,0,0
3945441938695925496,0,105,105,10080,64,64
8615198867927056105,0,0,0,2700,46,46
6140591906088014644,0,0,0,3780,63,63
7133242594833843971,0,0,0,0,0,0
7692838032555156056,0,0,0,0,0,0
55151290366655015,0,0,0,2760,46,46
1450203922509823592,0,0,0,2880,48,48
4186126092625522102,0,0,0,2639,44,44
6700827192863201373,0,0,0,4215,71,71
299227269549581664,0,0,0,3780,63,63
8756957520812511864,0,0,0,3930,66,66
2790188243792541721,0,0,0,0,0,0
5780813717310121743,0,0,0,0,0,0
1631016403623179868,0,0,0,1680,28,28
8990811386950295397,0,0,0,0,0,0
6116589245105686742,0,42,42,2850,7,7
9216608060240292676,0,0,0,0,0,0
5383477212520237550,0,0,0,3000,50,50
5631063694141032107,0,0,0,3300,55,55
7738034470109474246,0,0,0,4200,70,70
8749623912306953167,0,0,0,0,0,0
887677403014442528,0,0,0,4815,81,81
4936277927121415237,0,0,0,2520,42,42
4448610765855439068,0,0,0,0,0,0
6836033035108373086,0,78,78,5400,13,13
234569288492497785,0,0,0,0,0,0
1348165316793721419,0,133,133,10080,36,36
584751489929412132,0,0,0,0,0,0
5279170232832428827,0,0,0,2880,48,48
5707114606967434560,0,0,0,0,0,0
8208813797060980336,0,0,0,5400,90,90
5887114744057520370,0,0,0,4050,68,68
2599475649067501230,0,0,0,3780,63,63
1278643893148035299,0,0,0,0,0,0
3512974005350486928,0,69,69,5520,24,24
4960244948227053133,0,34,34,4200,37,37
9211173451848779996,0,30,30,1803,1,1
2067164734746716745,0,95,95,6360,12,12
752281089013846258,0,0,0,0,0,0
4674224899881959248,0,0,0,3580,60,60
3419360295103124992,0,0,0,5520,92,92
3391217351846804188,0,0,0,4380,73,73
6489431294482978593,0,0,0,4350,73,73
